vehicle_type,fuel_type,engine_size,age_of_vehicle,mileage,emission_level
0.6666666666666666,0.3333333333333333,0.692087009851582,0.7586206896551724,0.6036249987491953,High
0.0,1.0,0.6521413291705067,0.4827586206896552,0.2675187704089631,Medium
1.0,0.6666666666666666,0.22432361720529156,0.896551724137931,0.18616976921819703,High
0.6666666666666666,0.0,0.712376997981146,0.8275862068965517,0.639391341763201,Medium
0.6666666666666666,0.0,0.23730721191810958,0.4482758620689655,0.4026490375474889,High
0.0,0.3333333333333333,0.3254837430832306,0.034482758620689655,0.20225344971931944,Low
0.3333333333333333,0.3333333333333333,0.7466992711774905,0.20689655172413793,0.9790331780111872,Low
0.6666666666666666,0.6666666666666666,0.6498122840655999,0.5517241379310345,0.24929704776739703,Medium
1.0,1.0,0.8494614846849088,0.5862068965517241,0.7005540230881867,High
0.6666666666666666,0.6666666666666666,0.6577946238190504,0.1724137931034483,0.9269029742467654,High
0.0,0.0,0.5684640751148339,0.896551724137931,0.746470229180773,Medium
0.0,0.6666666666666666,0.09369067452106221,0.6896551724137931,0.6375134669971014,High
0.6666666666666666,0.0,0.3678122909455166,0.2413793103448276,0.26119136644574675,High
0.3333333333333333,0.0,0.26526871170659483,0.9310344827586207,0.3597247562598605,High
0.6666666666666666,0.3333333333333333,0.24404974984674893,0.896551724137931,0.3832332133672663,High
0.0,0.3333333333333333,0.9732850282939818,0.034482758620689655,0.06477834073253794,High
0.3333333333333333,0.6666666666666666,0.39320167605379297,0.0,0.9279803340148829,High
0.3333333333333333,0.0,0.8922972214239518,0.5172413793103449,0.7262472190442518,Medium
0.6666666666666666,0.3333333333333333,0.6313125728133478,0.20689655172413793,0.08669910976061267,High
1.0,1.0,0.7950333779661606,0.7241379310344828,0.04141664470809554,Medium
0.0,0.0,0.5027732543143567,0.7931034482758621,0.7113276207693616,Medium
0.6666666666666666,1.0,0.5770618838302036,0.3448275862068966,0.7689146684366943,Low
0.0,0.6666666666666666,0.4926508794398381,0.4827586206896552,0.045555974343494315,High
0.0,0.3333333333333333,0.19528876041361476,0.41379310344827586,0.7098533389814113,Low
0.3333333333333333,0.0,0.7226529126180798,1.0,0.32331466576831097,Medium
1.0,0.0,0.2808432847901115,0.7931034482758621,0.891320082586464,Medium
1.0,0.3333333333333333,0.02431147831397216,0.034482758620689655,0.32707375077966827,Low
1.0,0.6666666666666666,0.6456504575089037,0.4482758620689655,0.10493417431881177,High
0.6666666666666666,0.0,0.17715112025526975,0.7931034482758621,0.1502399877254367,High
0.6666666666666666,1.0,0.9407234860556535,0.1724137931034483,0.04380151230625035,High
1.0,0.0,0.9541974395284858,0.27586206896551724,0.7918060618998222,Medium
0.0,0.3333333333333333,0.9151217660039465,0.9310344827586207,0.3702948897123816,Low
0.3333333333333333,0.0,0.37025590647033746,0.20689655172413793,0.018358477287054673,Low
0.0,0.3333333333333333,0.015449523338080721,0.5862068965517241,0.3625899328568045,High
0.6666666666666666,0.6666666666666666,0.9285798945424616,0.7931034482758621,0.7184355268556104,Medium
0.0,0.3333333333333333,0.42829841679382014,0.27586206896551724,0.13800211469378634,High
0.3333333333333333,0.6666666666666666,0.9669274236944169,0.7586206896551724,0.13455656472330532,High
0.0,0.6666666666666666,0.9638916893510724,0.10344827586206896,0.6933660655021398,Medium
1.0,0.3333333333333333,0.8532486429366948,0.27586206896551724,0.43072043014339223,High
1.0,0.0,0.29452383597376725,0.10344827586206896,0.08402405547568936,Medium
1.0,0.6666666666666666,0.38519932760685105,0.3793103448275862,0.5035205982515418,Low
0.3333333333333333,0.0,0.8513753082979889,0.10344827586206896,0.5686191449832726,High
0.3333333333333333,1.0,0.31700355723234847,0.8275862068965517,0.13985664110577806,High
0.0,0.0,0.16953094749713346,1.0,0.7068680851347701,High
0.3333333333333333,1.0,0.5569533505282009,0.7931034482758621,0.22331700060372173,Low
0.6666666666666666,0.6666666666666666,0.9364184103371367,0.6551724137931034,0.5269089781092503,Medium
0.0,1.0,0.6962228246040428,0.4482758620689655,0.23465762974180057,High
0.6666666666666666,0.0,0.5702171572073148,0.7931034482758621,0.7474775438865671,Medium
0.0,1.0,0.09719343013892605,0.7931034482758621,0.4826671825541098,Medium
0.3333333333333333,0.3333333333333333,0.6151764301110382,0.20689655172413793,0.890042594068851,High
0.3333333333333333,0.3333333333333333,0.990333335191143,0.8620689655172413,0.005927146464225318,High
0.3333333333333333,0.0,0.14011356847160564,0.41379310344827586,0.7846648010219908,High
0.0,0.6666666666666666,0.5184704279371223,0.7241379310344828,0.9030242789527929,High
1.0,0.3333333333333333,0.8776194234677416,0.2413793103448276,0.7876267065145244,Medium
0.6666666666666666,0.6666666666666666,0.7409748010400187,0.7586206896551724,0.1333124309972749,High
0.0,0.6666666666666666,0.6972090588392026,0.13793103448275862,0.8274790114973967,Low
0.0,0.6666666666666666,0.7026790097858608,0.3793103448275862,0.3628901259810478,High
0.6666666666666666,0.0,0.3595852206641708,0.41379310344827586,0.7058340865957099,High
1.0,1.0,0.2936665361555608,0.9655172413793104,0.46913847908821343,High
0.0,0.0,0.8095875082565495,0.6551724137931034,0.5039241912296911,High
0.3333333333333333,1.0,0.8103399686515798,0.4482758620689655,0.03296787600022681,Medium
0.6666666666666666,1.0,0.8673156412049171,0.9310344827586207,0.9914945281464409,Low
1.0,0.3333333333333333,0.9134974508539011,0.5862068965517241,0.8027931302471256,Low
0.0,1.0,0.5114811198470482,0.896551724137931,0.1505768711204208,Medium
0.3333333333333333,0.0,0.5016521263279341,0.7931034482758621,0.6248853429039348,Low
1.0,0.3333333333333333,0.7985182778175678,0.8275862068965517,0.5361949520858419,High
0.6666666666666666,1.0,0.6501434131353381,0.6551724137931034,0.7981734916129376,Medium
1.0,0.3333333333333333,0.7021616509728982,0.10344827586206896,0.49634931806128607,Medium
0.0,0.6666666666666666,0.7960150324292014,0.6896551724137931,0.2789327800885236,Low
0.3333333333333333,1.0,0.8902554078498865,0.5862068965517241,0.11214214477980834,Medium
0.6666666666666666,0.3333333333333333,0.33808290544377734,0.20689655172413793,0.9509784628110751,High
0.6666666666666666,0.0,0.3756817538449031,0.4827586206896552,0.5279429766483104,Medium
0.0,0.6666666666666666,0.0939979368571265,0.6896551724137931,0.0015810171210145193,Low
0.6666666666666666,0.0,0.5784385448853248,0.1724137931034483,0.9060462230701751,High
0.0,0.3333333333333333,0.03594120437061881,0.5172413793103449,0.9688966568492396,Low
0.6666666666666666,0.3333333333333333,0.465723288079115,0.6551724137931034,0.14319545574319478,High
1.0,1.0,0.5427925600506532,0.7931034482758621,0.796462390804751,Medium
1.0,0.0,0.28661387080748413,0.2413793103448276,0.009089180706254358,Medium
0.6666666666666666,1.0,0.5909953556767108,0.9310344827586207,0.05761706697975698,High
0.6666666666666666,0.0,0.030497580297195574,0.6896551724137931,0.8917236755646132,Low
1.0,0.6666666666666666,0.03734753272944174,0.5172413793103449,0.1954123819657313,High
0.3333333333333333,0.3333333333333333,0.8228308064570906,0.9310344827586207,0.6179475462547572,High
0.6666666666666666,1.0,0.3602849165393061,0.7241379310344828,0.11640822262322094,Low
0.6666666666666666,0.0,0.12708623635327665,0.5172413793103449,0.7851150907083557,High
0.3333333333333333,0.6666666666666666,0.522385186416344,0.06896551724137931,0.9262725686858546,High
0.6666666666666666,0.3333333333333333,0.7702083299155242,0.5517241379310345,0.8771276187680741,High
1.0,0.6666666666666666,0.2158728510419374,0.27586206896551724,0.7869029075371823,High
0.3333333333333333,0.0,0.6230619972837805,0.8275862068965517,0.4042900932933521,Medium
0.6666666666666666,0.6666666666666666,0.0853609230607601,0.06896551724137931,0.4239127171813867,High
0.3333333333333333,0.3333333333333333,0.05168527989405706,0.6551724137931034,0.998722511482387,Medium
1.0,0.3333333333333333,0.5314992371094202,0.9655172413793104,0.27282218227059407,High
0.3333333333333333,0.3333333333333333,0.5407824560600606,0.20689655172413793,0.31886513657119414,High
0.3333333333333333,0.6666666666666666,0.6376056982506912,0.5862068965517241,0.5701901556668123,High
1.0,1.0,0.7262932011838112,0.3793103448275862,0.9507916759782127,Medium
0.6666666666666666,1.0,0.9761273885484673,0.6206896551724138,0.03757083723862351,High
0.3333333333333333,1.0,0.5164405271619665,0.5172413793103449,0.21703629334872102,High
1.0,0.6666666666666666,0.32303979943994476,0.7241379310344828,0.7408632887157405,High
0.3333333333333333,0.6666666666666666,0.795408379429197,0.896551724137931,0.7839076472530662,High
0.0,1.0,0.27090025074243257,0.7931034482758621,0.3910515765142242,Medium
1.0,0.6666666666666666,0.43908886115702067,0.5517241379310345,0.4179322030506292,Medium
0.0,0.0,0.07846781310052654,0.6551724137931034,0.643327207169946,Medium
0.0,0.6666666666666666,0.025346559571983212,0.4827586206896552,0.03910515765142242,Medium
1.0,0.6666666666666666,0.96291984125385,0.0,0.6716354187860857,Medium
1.0,0.3333333333333333,0.8362143005412225,0.034482758620689655,0.37570837238623517,High
0.0,0.0,0.6961672176764737,0.2413793103448276,0.35362416487940573,Low
0.0,0.3333333333333333,0.4090615579954999,0.7241379310344828,0.8461276754712198,Medium
0.3333333333333333,0.6666666666666666,0.17333363872658764,0.8275862068965517,0.4434352766946736,Medium
0.0,0.0,0.15647140447967411,0.034482758620689655,0.40886303521932443,High
0.3333333333333333,1.0,0.2503048433887485,0.6206896551724138,0.03689039949033879,High
1.0,0.6666666666666666,0.5493765254813484,0.27586206896551724,0.7303698712838593,Medium
0.0,0.6666666666666666,0.7147944099596494,0.27586206896551724,0.6992898764872068,High
1.0,1.0,0.6603798681986744,0.41379310344827586,0.07942109423729266,High
0.6666666666666666,0.3333333333333333,0.28000457274617385,0.1724137931034483,0.0038424719903137686,Low
1.0,0.0,0.9551344186248445,1.0,0.584045736090218,High
0.3333333333333333,0.0,0.7381022555638941,0.4827586206896552,0.2791529217129687,Low
0.3333333333333333,0.3333333333333333,0.5545054209842861,0.6206896551724138,0.47453194888711736,Low
0.0,0.0,0.6118889832635154,0.6896551724137931,0.28419950167941377,Medium
0.6666666666666666,0.3333333333333333,0.4197118067717979,0.4827586206896552,0.8151477450493151,High
